Year,Round,EventName,LapNumber,TrackStatus
2020,9,Tuscan Grand Prix,24.0,1
2020,9,Tuscan Grand Prix,25.0,1
2020,9,Tuscan Grand Prix,26.0,1
2020,9,Tuscan Grand Prix,27.0,1
2020,9,Tuscan Grand Prix,28.0,1
2020,9,Tuscan Grand Prix,29.0,1
2020,9,Tuscan Grand Prix,30.0,1
2020,9,Tuscan Grand Prix,31.0,1
2020,9,Tuscan Grand Prix,32.0,1
2020,9,Tuscan Grand Prix,33.0,1
2020,9,Tuscan Grand Prix,34.0,1
2020,9,Tuscan Grand Prix,35.0,1
2020,9,Tuscan Grand Prix,36.0,1
2020,9,Tuscan Grand Prix,37.0,1
2020,9,Tuscan Grand Prix,38.0,1
2020,9,Tuscan Grand Prix,39.0,1
2020,9,Tuscan Grand Prix,40.0,1
2020,9,Tuscan Grand Prix,41.0,1
2020,9,Tuscan Grand Prix,42.0,1
2020,9,Tuscan Grand Prix,43.0,124
2020,9,Tuscan Grand Prix,44.0,4
2020,9,Tuscan Grand Prix,45.0,451
2020,9,Tuscan Grand Prix,46.0,1
2020,9,Tuscan Grand Prix,47.0,1
2020,9,Tuscan Grand Prix,48.0,1
2020,9,Tuscan Grand Prix,49.0,1
2020,9,Tuscan Grand Prix,50.0,1
2020,9,Tuscan Grand Prix,51.0,1
2020,9,Tuscan Grand Prix,52.0,1
2020,9,Tuscan Grand Prix,53.0,1
2020,9,Tuscan Grand Prix,54.0,1
2020,9,Tuscan Grand Prix,55.0,1
2020,9,Tuscan Grand Prix,56.0,1
2020,9,Tuscan Grand Prix,57.0,1
2020,9,Tuscan Grand Prix,58.0,1
2020,9,Tuscan Grand Prix,59.0,1
2020,9,Tuscan Grand Prix,42.0,12
2020,9,Tuscan Grand Prix,43.0,24
2020,9,Tuscan Grand Prix,6.0,412
2020,9,Tuscan Grand Prix,8.0,45
2020,9,Tuscan Grand Prix,45.0,45
2020,9,Tuscan Grand Prix,7.0,24
2020,9,Tuscan Grand Prix,42.0,124
2020,9,Tuscan Grand Prix,43.0,4
2020,9,Tuscan Grand Prix,44.0,45
2020,9,Tuscan Grand Prix,45.0,51
2020,10,Russian Grand Prix,1.0,124
2020,10,Russian Grand Prix,2.0,4
2020,10,Russian Grand Prix,3.0,4
2020,10,Russian Grand Prix,4.0,4
2020,10,Russian Grand Prix,5.0,41
2020,10,Russian Grand Prix,6.0,1
2020,10,Russian Grand Prix,7.0,1
2020,10,Russian Grand Prix,8.0,1
2020,10,Russian Grand Prix,9.0,1
2020,10,Russian Grand Prix,10.0,1
2020,10,Russian Grand Prix,11.0,1
2020,10,Russian Grand Prix,12.0,1
2020,10,Russian Grand Prix,13.0,1
2020,10,Russian Grand Prix,14.0,1
2020,10,Russian Grand Prix,15.0,1
2020,10,Russian Grand Prix,16.0,1
